U.S. Regional Level,ID Code,U.S. Regional Title,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
Micropolitan Statistical Area,227980,"Kahului-Wailuku, HI",14.0,5.0,8.0,13.0,14.0,11.0,12.0,9.0,9.0,15.0,24.0,14.0,14.0,16.0,23.0,21.0,222.0
Micropolitan Statistical Area,226340,"Houghton, MI",6.0,10.0,13.0,10.0,11.0,20.0,20.0,13.0,21.0,10.0,17.0,18.0,14.0,14.0,12.0,10.0,219.0
Micropolitan Statistical Area,211900,"Athens, OH",12.0,13.0,11.0,13.0,8.0,10.0,15.0,10.0,10.0,7.0,14.0,12.0,13.0,19.0,23.0,25.0,215.0
Micropolitan Statistical Area,217200,"Claremont, NH",13.0,15.0,11.0,4.0,11.0,11.0,7.0,6.0,8.0,16.0,12.0,7.0,17.0,28.0,22.0,26.0,214.0
Micropolitan Statistical Area,223300,"Freeport, IL",15.0,10.0,9.0,10.0,19.0,20.0,34.0,19.0,15.0,10.0,9.0,9.0,11.0,3.0,8.0,12.0,213.0
Micropolitan Statistical Area,235420,"New Philadelphia-Dover, OH",11.0,16.0,11.0,10.0,18.0,9.0,14.0,14.0,12.0,13.0,12.0,17.0,10.0,19.0,14.0,12.0,212.0
Micropolitan Statistical Area,214660,"Brainerd, MN",14.0,15.0,7.0,5.0,4.0,12.0,13.0,11.0,5.0,9.0,12.0,9.0,16.0,19.0,32.0,26.0,209.0
Micropolitan Statistical Area,222300,"Findlay, OH",8.0,12.0,7.0,11.0,9.0,7.0,8.0,7.0,8.0,15.0,12.0,25.0,19.0,18.0,26.0,15.0,207.0
Micropolitan Statistical Area,243380,"Sidney, OH",15.0,19.0,8.0,14.0,9.0,7.0,9.0,16.0,9.0,10.0,14.0,19.0,10.0,13.0,12.0,20.0,204.0
Micropolitan Statistical Area,242860,"Seneca, SC",14.0,17.0,15.0,15.0,14.0,9.0,10.0,13.0,10.0,6.0,17.0,11.0,11.0,19.0,11.0,9.0,201.0
Micropolitan Statistical Area,244260,"Starkville, MS",17.0,16.0,21.0,13.0,11.0,6.0,17.0,18.0,10.0,8.0,7.0,9.0,14.0,17.0,8.0,8.0,200.0
Micropolitan Statistical Area,212660,"Baraboo, WI",17.0,14.0,9.0,19.0,5.0,21.0,15.0,8.0,9.0,7.0,15.0,14.0,10.0,9.0,16.0,9.0,197.0
Micropolitan Statistical Area,225900,"Hilo, HI",8.0,16.0,8.0,11.0,11.0,4.0,12.0,7.0,9.0,12.0,18.0,21.0,15.0,13.0,15.0,12.0,192.0
Micropolitan Statistical Area,248060,"Watertown-Fort Drum, NY",18.0,23.0,14.0,14.0,10.0,9.0,6.0,8.0,9.0,6.0,16.0,13.0,15.0,11.0,6.0,9.0,187.0
Micropolitan Statistical Area,229060,"Laconia, NH",17.0,10.0,5.0,16.0,5.0,10.0,11.0,6.0,9.0,3.0,13.0,15.0,7.0,17.0,27.0,14.0,185.0
Micropolitan Statistical Area,212740,"Barre, VT",14.0,9.0,13.0,7.0,17.0,8.0,14.0,13.0,8.0,10.0,10.0,8.0,14.0,8.0,15.0,12.0,180.0
Micropolitan Statistical Area,236020,"Oak Harbor, WA",3.0,4.0,7.0,14.0,9.0,11.0,9.0,8.0,6.0,12.0,14.0,17.0,12.0,18.0,15.0,23.0,178.0
Micropolitan Statistical Area,236820,"Oskaloosa, IA",3.0,4.0,8.0,5.0,9.0,5.0,7.0,7.0,5.0,8.0,14.0,20.0,24.0,18.0,18.0,19.0,174.0
Micropolitan Statistical Area,234140,"Moscow, ID",11.0,9.0,6.0,14.0,7.0,11.0,18.0,6.0,16.0,8.0,14.0,8.0,7.0,13.0,16.0,9.0,173.0
Micropolitan Statistical Area,247540,"Wapakoneta, OH",18.0,20.0,17.0,20.0,13.0,8.0,1.0,5.0,3.0,6.0,7.0,9.0,9.0,13.0,11.0,13.0,170.0
Micropolitan Statistical Area,216540,"Chambersburg, PA",16.0,12.0,14.0,10.0,10.0,5.0,6.0,12.0,9.0,6.0,12.0,7.0,8.0,11.0,18.0,13.0,169.0
Micropolitan Statistical Area,214940,"Brigham City, UT",9.0,13.0,8.0,13.0,9.0,7.0,12.0,10.0,6.0,12.0,12.0,11.0,15.0,10.0,7.0,13.0,167.0
Micropolitan Statistical Area,226460,"Hudson, NY",17.0,10.0,16.0,5.0,6.0,3.0,8.0,6.0,7.0,5.0,13.0,15.0,9.0,20.0,15.0,10.0,165.0
Micropolitan Statistical Area,242380,"Sayre, PA",15.0,11.0,13.0,17.0,16.0,14.0,11.0,18.0,12.0,4.0,8.0,6.0,5.0,7.0,3.0,3.0,163.0
Micropolitan Statistical Area,226780,"Hutchinson, MN",11.0,7.0,9.0,9.0,8.0,8.0,10.0,16.0,11.0,11.0,10.0,8.0,7.0,5.0,15.0,16.0,161.0
Micropolitan Statistical Area,246180,"Tupelo, MS",12.0,7.0,7.0,6.0,8.0,11.0,9.0,9.0,4.0,13.0,14.0,16.0,14.0,16.0,4.0,9.0,159.0
Micropolitan Statistical Area,242580,"Seaford, DE",12.0,13.0,15.0,10.0,7.0,4.0,13.0,4.0,10.0,9.0,13.0,12.0,7.0,11.0,10.0,8.0,158.0
Micropolitan Statistical Area,243860,"Southern Pines-Pinehurst, NC",10.0,16.0,8.0,7.0,14.0,11.0,6.0,6.0,11.0,5.0,14.0,8.0,8.0,11.0,7.0,15.0,157.0
Micropolitan Statistical Area,244420,"Staunton-Waynesboro, VA",11.0,14.0,17.0,11.0,8.0,13.0,9.0,7.0,6.0,6.0,11.0,11.0,6.0,10.0,10.0,6.0,156.0
Micropolitan Statistical Area,240300,"Rochelle, IL",7.0,8.0,11.0,1.0,8.0,7.0,8.0,9.0,10.0,11.0,11.0,14.0,10.0,8.0,16.0,16.0,155.0
Micropolitan Statistical Area,212860,"Batavia, NY",14.0,15.0,14.0,9.0,16.0,4.0,7.0,7.0,1.0,3.0,12.0,10.0,16.0,8.0,13.0,5.0,154.0
Micropolitan Statistical Area,246380,"Ukiah, CA",15.0,10.0,7.0,8.0,10.0,7.0,12.0,10.0,12.0,6.0,12.0,8.0,7.0,12.0,8.0,10.0,154.0
Micropolitan Statistical Area,240860,"Rutland, VT",6.0,8.0,3.0,3.0,4.0,5.0,5.0,9.0,12.0,11.0,10.0,7.0,16.0,17.0,17.0,19.0,152.0
Micropolitan Statistical Area,227460,"Jamestown-Dunkirk-Fredonia, NY",16.0,16.0,13.0,15.0,12.0,5.0,7.0,8.0,5.0,10.0,6.0,6.0,6.0,7.0,11.0,8.0,151.0
Micropolitan Statistical Area,229300,"LaGrange, GA",13.0,19.0,17.0,10.0,21.0,10.0,8.0,4.0,11.0,4.0,4.0,4.0,4.0,8.0,6.0,7.0,150.0
Micropolitan Statistical Area,219300,"Daphne-Fairhope-Foley, AL",17.0,9.0,12.0,10.0,8.0,9.0,7.0,4.0,7.0,6.0,11.0,8.0,6.0,10.0,12.0,13.0,149.0
Micropolitan Statistical Area,232100,"Marquette, MI",9.0,4.0,6.0,9.0,4.0,6.0,6.0,9.0,3.0,4.0,4.0,12.0,18.0,19.0,16.0,19.0,148.0
Micropolitan Statistical Area,220620,"East Liverpool-Salem, OH",7.0,11.0,9.0,8.0,12.0,5.0,11.0,11.0,7.0,11.0,15.0,8.0,5.0,8.0,6.0,13.0,147.0
Micropolitan Statistical Area,245640,"Thomasville-Lexington, NC",12.0,5.0,5.0,7.0,12.0,5.0,10.0,8.0,13.0,10.0,13.0,4.0,6.0,10.0,12.0,15.0,147.0
Micropolitan Statistical Area,239060,"Pottsville, PA",10.0,10.0,8.0,10.0,15.0,5.0,15.0,2.0,8.0,8.0,5.0,12.0,7.0,12.0,6.0,13.0,146.0
Micropolitan Statistical Area,228340,"Kendallville, IN",9.0,17.0,14.0,8.0,18.0,8.0,12.0,9.0,9.0,2.0,7.0,9.0,4.0,11.0,2.0,6.0,145.0
Micropolitan Statistical Area,212140,"Auburn, IN",13.0,9.0,14.0,14.0,12.0,5.0,6.0,9.0,4.0,11.0,11.0,5.0,8.0,5.0,10.0,7.0,143.0
Micropolitan Statistical Area,215100,"Brookings, SD",5.0,6.0,6.0,6.0,14.0,4.0,2.0,3.0,2.0,3.0,7.0,10.0,20.0,22.0,19.0,14.0,143.0
Micropolitan Statistical Area,235100,"New Bern, NC",7.0,11.0,9.0,10.0,8.0,4.0,6.0,8.0,2.0,5.0,8.0,11.0,17.0,18.0,8.0,11.0,143.0
Micropolitan Statistical Area,235340,"New Iberia, LA",23.0,12.0,7.0,10.0,5.0,5.0,7.0,7.0,11.0,5.0,15.0,6.0,12.0,4.0,6.0,8.0,143.0
Micropolitan Statistical Area,240080,"Richmond-Berea, KY",5.0,8.0,4.0,6.0,3.0,7.0,1.0,14.0,10.0,13.0,15.0,14.0,20.0,10.0,7.0,6.0,143.0
Micropolitan Statistical Area,213540,"Bennington, VT",7.0,11.0,13.0,9.0,6.0,9.0,2.0,3.0,3.0,10.0,7.0,12.0,16.0,11.0,13.0,10.0,142.0
Micropolitan Statistical Area,226860,"Indiana, PA",23.0,17.0,11.0,11.0,6.0,2.0,8.0,4.0,6.0,4.0,10.0,5.0,6.0,7.0,9.0,12.0,141.0
Micropolitan Statistical Area,224180,"Granbury, TX",7.0,6.0,7.0,9.0,7.0,4.0,7.0,7.0,6.0,5.0,4.0,16.0,11.0,12.0,13.0,18.0,139.0
Micropolitan Statistical Area,230740,"Lincolnton, NC",7.0,12.0,8.0,4.0,9.0,6.0,1.0,10.0,7.0,9.0,4.0,11.0,7.0,12.0,16.0,14.0,137.0
Micropolitan Statistical Area,247460,"Walla Walla, WA",11.0,11.0,10.0,11.0,5.0,4.0,13.0,8.0,4.0,10.0,5.0,3.0,4.0,9.0,11.0,18.0,137.0
Micropolitan Statistical Area,221700,"Eureka-Arcata-Fortuna, CA",8.0,6.0,27.0,9.0,9.0,11.0,10.0,4.0,9.0,8.0,4.0,3.0,8.0,8.0,7.0,5.0,136.0
Micropolitan Statistical Area,223900,"Gettysburg, PA",8.0,12.0,6.0,6.0,13.0,4.0,10.0,8.0,6.0,7.0,5.0,7.0,6.0,16.0,13.0,7.0,134.0
Micropolitan Statistical Area,245380,"Taylorville, IL",8.0,12.0,10.0,8.0,7.0,6.0,4.0,9.0,10.0,8.0,9.0,6.0,14.0,9.0,9.0,5.0,134.0
Micropolitan Statistical Area,241820,"Sanford, NC",10.0,7.0,4.0,10.0,2.0,9.0,6.0,8.0,4.0,9.0,11.0,10.0,6.0,10.0,13.0,14.0,133.0
Micropolitan Statistical Area,235500,"Newton, IA",13.0,10.0,14.0,17.0,12.0,7.0,8.0,4.0,7.0,6.0,5.0,3.0,7.0,3.0,11.0,5.0,132.0
Micropolitan Statistical Area,238020,"Phoenix Lake-Cedar Ridge, CA",9.0,8.0,11.0,8.0,10.0,12.0,13.0,6.0,6.0,6.0,5.0,5.0,8.0,13.0,4.0,8.0,132.0
Micropolitan Statistical Area,227540,"Jasper, IN",9.0,6.0,13.0,12.0,11.0,2.0,5.0,9.0,3.0,2.0,5.0,16.0,18.0,9.0,4.0,6.0,130.0
Micropolitan Statistical Area,235260,"New Castle, PA",18.0,9.0,12.0,8.0,12.0,6.0,8.0,9.0,4.0,1.0,6.0,11.0,11.0,5.0,5.0,4.0,129.0
Micropolitan Statistical Area,213940,"Blackfoot, ID",7.0,11.0,11.0,13.0,7.0,5.0,13.0,10.0,4.0,10.0,6.0,7.0,9.0,4.0,8.0,7.0,128.0
Micropolitan Statistical Area,234700,"Muscatine, IA",7.0,10.0,8.0,9.0,15.0,18.0,11.0,5.0,1.0,1.0,3.0,6.0,7.0,10.0,10.0,6.0,127.0
Micropolitan Statistical Area,249100,"Winona, MN",3.0,8.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,8.0,4.0,16.0,18.0,5.0,13.0,18.0,126.0
Micropolitan Statistical Area,229580,"Lancaster, SC",7.0,6.0,9.0,10.0,7.0,4.0,2.0,4.0,6.0,2.0,7.0,9.0,12.0,17.0,10.0,17.0,125.0
Micropolitan Statistical Area,210820,"Alexandria, MN",6.0,6.0,6.0,4.0,7.0,14.0,12.0,10.0,8.0,8.0,14.0,9.0,3.0,8.0,5.0,4.0,124.0
Micropolitan Statistical Area,232060,"Marion-Herrin, IL",5.0,5.0,9.0,11.0,9.0,9.0,14.0,8.0,10.0,5.0,7.0,7.0,7.0,7.0,4.0,7.0,124.0
Micropolitan Statistical Area,236300,"Ogdensburg-Massena, NY",7.0,9.0,2.0,8.0,3.0,6.0,4.0,1.0,5.0,8.0,6.0,11.0,13.0,9.0,17.0,15.0,124.0
Micropolitan Statistical Area,224740,"Greenville, MS",4.0,7.0,3.0,9.0,4.0,3.0,15.0,12.0,6.0,13.0,6.0,14.0,11.0,2.0,9.0,4.0,122.0
Micropolitan Statistical Area,237020,"Owosso, MI",6.0,4.0,6.0,7.0,7.0,4.0,6.0,7.0,5.0,10.0,10.0,6.0,8.0,8.0,18.0,10.0,122.0
Micropolitan Statistical Area,218660,"Cortland, NY",5.0,7.0,5.0,8.0,8.0,10.0,11.0,6.0,6.0,7.0,8.0,10.0,5.0,10.0,9.0,6.0,121.0
Micropolitan Statistical Area,220780,"Edwards, CO",7.0,7.0,6.0,6.0,2.0,3.0,6.0,5.0,4.0,4.0,4.0,10.0,13.0,13.0,11.0,20.0,121.0
Micropolitan Statistical Area,223660,"Galesburg, IL",14.0,8.0,14.0,5.0,9.0,6.0,2.0,8.0,7.0,7.0,10.0,4.0,5.0,10.0,6.0,5.0,120.0
Micropolitan Statistical Area,224420,"Grants Pass, OR",6.0,12.0,4.0,8.0,2.0,6.0,3.0,7.0,7.0,8.0,12.0,8.0,10.0,5.0,12.0,9.0,119.0
Micropolitan Statistical Area,230500,"Lexington Park, MD",6.0,7.0,9.0,19.0,6.0,4.0,9.0,8.0,4.0,7.0,8.0,6.0,8.0,1.0,7.0,10.0,119.0
Micropolitan Statistical Area,239980,"Richmond, IN",9.0,11.0,5.0,3.0,4.0,8.0,6.0,12.0,7.0,3.0,5.0,8.0,10.0,10.0,9.0,9.0,119.0
Micropolitan Statistical Area,211980,"Athens, TX",4.0,6.0,7.0,3.0,8.0,2.0,4.0,1.0,4.0,3.0,9.0,9.0,13.0,12.0,19.0,16.0,118.0
Micropolitan Statistical Area,213340,"Bellefontaine, OH",7.0,5.0,6.0,6.0,7.0,2.0,2.0,2.0,10.0,7.0,10.0,14.0,17.0,11.0,7.0,4.0,117.0
Micropolitan Statistical Area,232740,"Meadville, PA",10.0,4.0,4.0,7.0,9.0,10.0,5.0,1.0,2.0,5.0,7.0,11.0,9.0,14.0,10.0,9.0,117.0
Micropolitan Statistical Area,237820,"Pendleton-Hermiston, OR",2.0,0.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,2.0,13.0,30.0,21.0,12.0,4.0,5.0,117.0
Micropolitan Statistical Area,248940,"Wilmington, OH",2.0,5.0,5.0,5.0,3.0,3.0,6.0,3.0,11.0,10.0,18.0,9.0,10.0,8.0,11.0,8.0,117.0
Micropolitan Statistical Area,210700,"Albertville, AL",9.0,10.0,3.0,7.0,7.0,5.0,4.0,6.0,4.0,5.0,3.0,6.0,15.0,13.0,11.0,11.0,117.0
Micropolitan Statistical Area,211420,"Angola, IN",7.0,13.0,10.0,12.0,8.0,12.0,4.0,7.0,2.0,5.0,6.0,5.0,2.0,13.0,4.0,6.0,116.0
Micropolitan Statistical Area,236900,"Ottumwa, IA",4.0,3.0,1.0,14.0,10.0,6.0,18.0,9.0,2.0,2.0,7.0,7.0,10.0,10.0,4.0,9.0,116.0
Micropolitan Statistical Area,211220,"Amsterdam, NY",10.0,9.0,13.0,7.0,5.0,5.0,1.0,5.0,5.0,6.0,2.0,3.0,5.0,14.0,13.0,12.0,115.0
Micropolitan Statistical Area,243420,"Sierra Vista-Douglas, AZ",7.0,9.0,6.0,2.0,10.0,2.0,8.0,8.0,2.0,7.0,10.0,8.0,9.0,9.0,8.0,9.0,114.0
Micropolitan Statistical Area,216380,"Celina, OH",10.0,10.0,4.0,5.0,11.0,9.0,6.0,4.0,6.0,2.0,6.0,6.0,7.0,8.0,10.0,8.0,112.0
Micropolitan Statistical Area,236460,"Olean, NY",1.0,8.0,8.0,11.0,8.0,6.0,5.0,5.0,4.0,5.0,7.0,11.0,7.0,9.0,10.0,7.0,112.0
Micropolitan Statistical Area,238820,"Port Angeles, WA",4.0,3.0,1.0,5.0,3.0,9.0,8.0,6.0,8.0,6.0,5.0,6.0,6.0,14.0,11.0,16.0,111.0
Micropolitan Statistical Area,226140,"Homosassa Springs, FL",10.0,4.0,5.0,14.0,8.0,7.0,6.0,5.0,8.0,6.0,7.0,5.0,14.0,6.0,6.0,3.0,111.0
Micropolitan Statistical Area,238500,"Plymouth, IN",15.0,16.0,8.0,6.0,3.0,9.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,5.0,9.0,3.0,110.0
Micropolitan Statistical Area,227420,"Jamestown, ND",2.0,3.0,3.0,9.0,4.0,5.0,8.0,5.0,4.0,6.0,20.0,10.0,7.0,10.0,7.0,6.0,109.0
Micropolitan Statistical Area,228260,"Kearney, NE",6.0,6.0,8.0,8.0,3.0,4.0,5.0,13.0,4.0,1.0,5.0,12.0,11.0,6.0,7.0,10.0,109.0
Micropolitan Statistical Area,232270,"Marshfield-Wisconsin Rapids, WI",7.0,7.0,6.0,9.0,7.0,5.0,7.0,6.0,4.0,6.0,8.0,2.0,3.0,8.0,9.0,15.0,109.0
Micropolitan Statistical Area,244580,"Sterling, IL",4.0,9.0,6.0,11.0,6.0,9.0,11.0,4.0,5.0,4.0,8.0,5.0,8.0,9.0,5.0,5.0,109.0
Micropolitan Statistical Area,211660,"Arkadelphia, AR",14.0,18.0,21.0,10.0,7.0,6.0,3.0,3.0,3.0,2.0,3.0,2.0,8.0,3.0,4.0,0.0,107.0
Micropolitan Statistical Area,211780,"Ashtabula, OH",8.0,9.0,6.0,14.0,6.0,7.0,9.0,6.0,6.0,2.0,5.0,7.0,4.0,6.0,6.0,6.0,107.0
Micropolitan Statistical Area,213260,"Bedford, IN",0.0,1.0,1.0,3.0,5.0,7.0,3.0,3.0,2.0,4.0,10.0,14.0,16.0,19.0,10.0,7.0,105.0
Micropolitan Statistical Area,246300,"Twin Falls, ID",5.0,4.0,7.0,10.0,7.0,1.0,7.0,1.0,3.0,8.0,11.0,7.0,5.0,8.0,10.0,10.0,104.0
Micropolitan Statistical Area,220420,"Durango, CO",9.0,5.0,7.0,2.0,6.0,6.0,2.0,1.0,3.0,4.0,5.0,7.0,8.0,12.0,14.0,12.0,103.0
Micropolitan Statistical Area,235940,"Norwalk, OH",9.0,5.0,11.0,3.0,11.0,9.0,8.0,5.0,4.0,2.0,6.0,2.0,7.0,5.0,9.0,7.0,103.0
Micropolitan Statistical Area,218820,"Crawfordsville, IN",9.0,3.0,5.0,1.0,1.0,7.0,8.0,3.0,1.0,5.0,5.0,8.0,9.0,6.0,22.0,7.0,100.0
Micropolitan Statistical Area,243140,"Shelby, NC",11.0,8.0,4.0,5.0,12.0,7.0,4.0,6.0,3.0,9.0,3.0,6.0,5.0,8.0,3.0,6.0,100.0
Micropolitan Statistical Area,246100,"Tullahoma, TN",11.0,4.0,12.0,11.0,11.0,9.0,2.0,8.0,4.0,7.0,1.0,7.0,3.0,5.0,1.0,3.0,99.0
Micropolitan Statistical Area,219220,"Danville, KY",5.0,5.0,4.0,6.0,6.0,5.0,12.0,12.0,10.0,6.0,3.0,6.0,2.0,4.0,7.0,5.0,98.0
Micropolitan Statistical Area,211740,"Ashland, OH",10.0,5.0,10.0,4.0,4.0,9.0,4.0,6.0,5.0,4.0,7.0,5.0,6.0,8.0,5.0,3.0,95.0
Micropolitan Statistical Area,222260,"Fergus Falls, MN",4.0,2.0,5.0,6.0,6.0,6.0,4.0,3.0,2.0,3.0,6.0,6.0,9.0,5.0,12.0,16.0,95.0
Micropolitan Statistical Area,226480,"Humboldt, TN",3.0,6.0,7.0,4.0,5.0,4.0,5.0,4.0,12.0,4.0,13.0,15.0,2.0,7.0,1.0,2.0,94.0
Micropolitan Statistical Area,232700,"McPherson, KS",2.0,4.0,3.0,11.0,7.0,4.0,5.0,2.0,7.0,2.0,5.0,8.0,5.0,6.0,9.0,14.0,94.0
Micropolitan Statistical Area,239500,"Quincy, IL-MO",13.0,23.0,8.0,7.0,9.0,5.0,4.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,7.0,3.0,94.0
Micropolitan Statistical Area,243740,"Somerset, PA",5.0,9.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,6.0,2.0,16.0,9.0,4.0,8.0,8.0,94.0
Micropolitan Statistical Area,218100,"Columbus, NE",4.0,7.0,5.0,1.0,6.0,7.0,0.0,5.0,2.0,1.0,5.0,4.0,10.0,10.0,16.0,9.0,92.0
Micropolitan Statistical Area,240820,"Ruston, LA",0.0,2.0,6.0,1.0,2.0,0.0,9.0,1.0,6.0,5.0,9.0,8.0,11.0,12.0,10.0,9.0,91.0
Micropolitan Statistical Area,224620,"Greeneville, TN",7.0,4.0,4.0,3.0,9.0,4.0,3.0,3.0,5.0,6.0,4.0,9.0,4.0,2.0,13.0,10.0,90.0
Micropolitan Statistical Area,212380,"Austin, MN",7.0,6.0,6.0,7.0,4.0,2.0,8.0,2.0,3.0,4.0,9.0,7.0,2.0,9.0,8.0,5.0,89.0
Micropolitan Statistical Area,224940,"Greenwood, SC",6.0,1.0,3.0,5.0,4.0,3.0,5.0,6.0,9.0,6.0,3.0,8.0,8.0,5.0,8.0,8.0,88.0
Micropolitan Statistical Area,237060,"Oxford, MS",3.0,1.0,6.0,7.0,8.0,4.0,6.0,5.0,11.0,2.0,7.0,3.0,5.0,8.0,6.0,6.0,88.0
Micropolitan Statistical Area,236340,"Oil City, PA",5.0,7.0,7.0,11.0,7.0,4.0,5.0,5.0,2.0,1.0,6.0,1.0,7.0,2.0,6.0,11.0,87.0
Micropolitan Statistical Area,240500,"Rockland, ME",6.0,5.0,12.0,9.0,11.0,5.0,4.0,4.0,6.0,3.0,7.0,2.0,4.0,4.0,3.0,2.0,87.0
Micropolitan Statistical Area,225720,"Heber, UT",1.0,4.0,2.0,1.0,3.0,6.0,2.0,5.0,4.0,3.0,6.0,11.0,5.0,10.0,12.0,11.0,86.0
Micropolitan Statistical Area,243540,"Silverthorne, CO",7.0,3.0,6.0,4.0,7.0,2.0,7.0,3.0,1.0,2.0,3.0,2.0,7.0,8.0,13.0,10.0,85.0
Micropolitan Statistical Area,214100,"Bloomsburg-Berwick, PA",5.0,5.0,6.0,6.0,2.0,3.0,5.0,4.0,5.0,13.0,3.0,6.0,1.0,6.0,9.0,5.0,84.0
Micropolitan Statistical Area,214340,"Boone, IA",2.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,8.0,7.0,7.0,6.0,15.0,12.0,84.0
Micropolitan Statistical Area,216060,"Carbondale, IL",2.0,4.0,3.0,4.0,8.0,3.0,6.0,3.0,2.0,1.0,7.0,10.0,7.0,9.0,9.0,6.0,84.0
Micropolitan Statistical Area,241580,"Salisbury, NC",4.0,2.0,5.0,7.0,8.0,5.0,9.0,3.0,4.0,4.0,5.0,5.0,2.0,7.0,4.0,10.0,84.0
Micropolitan Statistical Area,212300,"Augusta-Waterville, ME",8.0,5.0,6.0,7.0,6.0,6.0,3.0,1.0,2.0,6.0,6.0,3.0,9.0,7.0,1.0,7.0,83.0
Micropolitan Statistical Area,231940,"Marinette, WI-MI",7.0,2.0,4.0,8.0,8.0,5.0,6.0,3.0,6.0,1.0,5.0,2.0,7.0,6.0,7.0,6.0,83.0
Micropolitan Statistical Area,234340,"Mount Airy, NC",6.0,5.0,1.0,4.0,3.0,9.0,4.0,2.0,5.0,4.0,6.0,10.0,8.0,6.0,6.0,4.0,83.0
Micropolitan Statistical Area,218980,"Cullman, AL",3.0,3.0,3.0,2.0,6.0,6.0,11.0,4.0,9.0,5.0,5.0,4.0,7.0,4.0,6.0,4.0,82.0
Micropolitan Statistical Area,226220,"Hood River, OR",2.0,1.0,4.0,6.0,1.0,5.0,8.0,6.0,5.0,7.0,4.0,6.0,4.0,4.0,7.0,11.0,81.0
Micropolitan Statistical Area,234020,"Morgan City, LA",3.0,9.0,9.0,8.0,7.0,4.0,5.0,2.0,3.0,1.0,1.0,3.0,13.0,4.0,7.0,2.0,81.0
Micropolitan Statistical Area,242980,"Seymour, IN",2.0,3.0,5.0,6.0,0.0,5.0,6.0,6.0,4.0,2.0,8.0,3.0,0.0,6.0,11.0,14.0,81.0
Micropolitan Statistical Area,225340,"Harriman, TN",9.0,5.0,2.0,9.0,1.0,2.0,2.0,3.0,1.0,6.0,6.0,7.0,10.0,5.0,6.0,6.0,80.0
Micropolitan Statistical Area,234380,"Mount Pleasant, MI",6.0,4.0,4.0,6.0,7.0,3.0,5.0,2.0,6.0,4.0,5.0,5.0,6.0,5.0,9.0,3.0,80.0
Micropolitan Statistical Area,234540,"Mount Vernon, OH",7.0,5.0,5.0,5.0,6.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,8.0,6.0,8.0,3.0,80.0
Micropolitan Statistical Area,238460,"Plattsburgh, NY",5.0,7.0,6.0,4.0,4.0,2.0,5.0,8.0,3.0,2.0,8.0,3.0,8.0,6.0,4.0,5.0,80.0
Micropolitan Statistical Area,211620,"Ardmore, OK",3.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,7.0,6.0,6.0,7.0,7.0,3.0,10.0,3.0,79.0
Micropolitan Statistical Area,215460,"Burlington, IA-IL",5.0,12.0,4.0,10.0,5.0,5.0,4.0,1.0,5.0,1.0,7.0,2.0,2.0,6.0,2.0,8.0,79.0
Micropolitan Statistical Area,228820,"Kinston, NC",8.0,5.0,3.0,5.0,5.0,0.0,3.0,2.0,4.0,6.0,7.0,11.0,5.0,6.0,7.0,2.0,79.0
Micropolitan Statistical Area,233820,"Monroe, WI",4.0,2.0,8.0,4.0,2.0,9.0,4.0,4.0,5.0,3.0,6.0,2.0,6.0,10.0,7.0,3.0,79.0
Micropolitan Statistical Area,218220,"Connersville, IN",4.0,13.0,7.0,4.0,6.0,4.0,4.0,7.0,3.0,5.0,6.0,4.0,3.0,5.0,2.0,1.0,78.0
Micropolitan Statistical Area,223620,"Gainesville, TX",1.0,3.0,2.0,3.0,8.0,3.0,3.0,4.0,3.0,5.0,8.0,7.0,4.0,3.0,8.0,13.0,78.0
Micropolitan Statistical Area,220380,"Dunn, NC",10.0,7.0,7.0,8.0,4.0,7.0,2.0,3.0,6.0,4.0,3.0,2.0,2.0,6.0,4.0,2.0,77.0
Micropolitan Statistical Area,244620,"Stevens Point, WI",4.0,10.0,3.0,2.0,4.0,5.0,6.0,1.0,3.0,1.0,2.0,6.0,12.0,6.0,7.0,5.0,77.0
Micropolitan Statistical Area,220660,"Easton, MD",6.0,2.0,3.0,2.0,3.0,1.0,5.0,5.0,1.0,2.0,4.0,5.0,6.0,6.0,15.0,10.0,76.0
Micropolitan Statistical Area,230660,"Lincoln, IL",10.0,1.0,6.0,3.0,4.0,5.0,4.0,11.0,9.0,8.0,3.0,2.0,4.0,1.0,2.0,3.0,76.0
Micropolitan Statistical Area,237140,"Paducah, KY-IL",4.0,9.0,4.0,4.0,8.0,2.0,7.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,8.0,76.0
Micropolitan Statistical Area,226540,"Huntington, IN",6.0,6.0,6.0,6.0,8.0,7.0,5.0,6.0,3.0,3.0,3.0,1.0,1.0,3.0,5.0,6.0,75.0
Micropolitan Statistical Area,240700,"Roseburg, OR",13.0,11.0,4.0,7.0,3.0,3.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,6.0,75.0
